entity_1,relation,entity_2
苏州宇慕汽车科技有限公司,applied_for,一种基于无级变色的车内氛围灯调节方法
苏州宇慕汽车科技有限公司,applied_for,一种结合车辆运动数据的车载影院控制方法
深圳数码模汽车技术有限公司,applied_for,一种汽车座椅侧板成型活动脱料装置
深圳数码模汽车技术有限公司,applied_for,一种光伏逆变器生产用的一体拉伸成型集成整形装置
深圳数码模汽车技术有限公司,applied_for,一种便于脱模的驱动盖板模具
唐山亚特专用汽车有限公司,applied_for,自装卸式垃圾车
深圳市飞宇信电子有限公司,applied_for,一种卡扣式车载天线
深圳市飞宇信电子有限公司,applied_for,一种多端口模块化吸盘天线
重庆长安跨越商用车有限公司,applied_for,一种车架结构
重庆长安跨越商用车有限公司,applied_for,一种车门铰链轴线及车门运动空间包络间隙的检测装置
重庆长安跨越商用车有限公司,applied_for,栏板货厢锁扣结构
重庆长安跨越商用车有限公司,applied_for,一种电动车基于工况的仿真预测方法
重庆长安跨越商用车有限公司,applied_for,一种电动车扭矩斜率多段式控制方法
舒城久联精密机械有限公司,applied_for,一种稳定性高的预应力锚具加工用铰孔装置
舒城久联精密机械有限公司,applied_for,一种用于预应力锚具生产的表面处理装置
贵州吉利发动机有限公司,applied_for,一种废气进气管及废气再循环系统
合肥升园汽车配件有限公司,applied_for,一种空调冷凝器集液管矫形装置
华泰汽车配件工业(南平)有限公司,applied_for,一种轴瓦钢背抛光装置
华泰汽车配件工业(南平)有限公司,applied_for,一种卧式轴瓦平面拉床的送料出料装置
华泰汽车配件工业(南平)有限公司,applied_for,一种轴瓦的钢背镀铜方法
华泰汽车配件工业(南平)有限公司,applied_for,一种轴瓦精镗机送料出料装置
中通新能源汽车有限公司,applied_for,一种环卫作业状态智能检查方法、系统及存储介质
中通新能源汽车有限公司,applied_for,一种道路落叶收集车及其动作控制流程
中通新能源汽车有限公司,applied_for,一种环卫车无人驾驶的智能控制系统及方法
中通新能源汽车有限公司,applied_for,一种双电机分级驱动的动力传动系统
中通新能源汽车有限公司,applied_for,一种大面积落叶收集车
中通新能源汽车有限公司,applied_for,一种单发液驱抑尘车自动控制系统及控制方法
中通新能源汽车有限公司,applied_for,一种双离合皮带传动的纯电动清洗车
中通新能源汽车有限公司,applied_for,一种纯电动双电机桥驱深度清洁车
中通新能源汽车有限公司,applied_for,一种基于Funnel区域的毫米波雷达有效目标物识别控制策略
中通新能源汽车有限公司,applied_for,一种用于核算环卫专用车辆上装结构液压系统的方法
杭州广安汽车电器有限公司,applied_for,一种新能源汽车空调系统
杭州广安汽车电器有限公司,applied_for,一种车载内部环境净化设备
江苏科彤车业科技有限公司,applied_for,一种集成式汽车缸盖罩的生产装置及其生产方法
河北昊天滤清器制造有限公司,applied_for,一种滤清器壳体自动打磨设备
广东佐尔汽车部件制造有限公司,applied_for,一种汽车座椅联动轴的端部整形加工装置
广东佐尔汽车部件制造有限公司,applied_for,一种后备箱铰链的高精度冲孔模具
广东佐尔汽车部件制造有限公司,applied_for,一种汽车鹅颈式行李箱铰链的装配机
江苏新凯源汽车零部件制造有限公司,applied_for,一种汽车塑料零部件加工用清洗装置
中国第一汽车股份有限公司,applied_for,一种轻薄罗布麻纤维功能面料及其制备方法
中国第一汽车股份有限公司,applied_for,一种续驶里程分析及提示方法、装置及车辆
中国第一汽车股份有限公司,applied_for,一种非金属材料中铅元素检测剂及其制备方法和检测方法
中国第一汽车股份有限公司,applied_for,电池单元、电池包及车辆
中国第一汽车股份有限公司,applied_for,电机控制方法、装置及车辆
中国第一汽车股份有限公司,applied_for,一种电池总成及具有其的电动车辆
中国第一汽车股份有限公司,applied_for,视觉感知的优化方法、装置、车辆及存储介质
中国第一汽车股份有限公司,applied_for,车辆高侧向加速度转向数据处理方法、装置及存储介质
中国第一汽车股份有限公司,applied_for,驾驶模式切换方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,一种防止溜车的档位控制方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,置信度阈值的确定方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,车辆的报警方法及车辆
中国第一汽车股份有限公司,applied_for,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
中国第一汽车股份有限公司,applied_for,一种滑板底盘的轮距、轴距调整装置
中国第一汽车股份有限公司,applied_for,一种故障处理方法、装置、电子设备及存储介质
中国第一汽车股份有限公司,applied_for,车辆中动力系统的评估方法、装置、车辆及电子装置
中国第一汽车股份有限公司,applied_for,电机转子的温度预测方法、装置、存储介质和处理器
中国第一汽车股份有限公司,applied_for,一种档位控制方法、装置、设备及介质
中国第一汽车股份有限公司,applied_for,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
中国第一汽车股份有限公司,applied_for,一种基于目的地匹配个性化播报内容的交互方法及系统
中国第一汽车股份有限公司,applied_for,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
中国第一汽车股份有限公司,applied_for,局部浸泡防水带有声学超材料结构PET降噪管制作方法
中国第一汽车股份有限公司,applied_for,车辆的数据处理方法
中国第一汽车股份有限公司,applied_for,一种EMB车型的车轮制动力控制方法、装置、设备及介质
中国第一汽车股份有限公司,applied_for,一种电动车电池组紧急分离系统与方法、设备以及存储介质
中国第一汽车股份有限公司,applied_for,一种减速带识别方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,多传感器航迹融合过滤方法、装置、电子设备及存储介质
中国第一汽车股份有限公司,applied_for,一种综合性能好的压铸稀土镁合金及制备方法
中国第一汽车股份有限公司,applied_for,一种基于危险场景的安全性评估方法
中国第一汽车股份有限公司,applied_for,一种汽车零件焊接装置
中国第一汽车股份有限公司,applied_for,一种乘用车传动轴弹性体模态计算有限元建模方法
中国第一汽车股份有限公司,applied_for,电机温度的预测方法、装置和电子设备
中国第一汽车股份有限公司,applied_for,一种机油压力调节方法及装置
中国第一汽车股份有限公司,applied_for,一种汽车安全带卷收器异响仿真自动化分析方法及系统
中国第一汽车股份有限公司,applied_for,一种基于对话预测的人机交互方法以及装置
中国第一汽车股份有限公司,applied_for,一种动力电池功率切换的仿真方法
中国第一汽车股份有限公司,applied_for,一种确定座椅阻尼系数的方法、装置、车机及存储介质
中国第一汽车股份有限公司,applied_for,一种发动机点火角控制系统及方法
中国第一汽车股份有限公司,applied_for,一种可调节靠背角度的座椅联动机构、后座及车辆
中国第一汽车股份有限公司,applied_for,一种汽车制动摩擦片阻尼系数测量方法
中国第一汽车股份有限公司,applied_for,一种可见即可说信息的确定方法及系统
中国第一汽车股份有限公司,applied_for,一种基于模拟端的电池SOH管理系统、电池总成及车辆
中国第一汽车股份有限公司,applied_for,一种车辆模式控制系统及方法
中国第一汽车股份有限公司,applied_for,一种控制方法、装置、设备和存储介质
中国第一汽车股份有限公司,applied_for,整车的静电流的测试方法、装置、存储介质和车辆
中国第一汽车股份有限公司,applied_for,一种提升底盘车架结构扭转刚度仿真精度方法及装置
中国第一汽车股份有限公司,applied_for,一种汽车车轮重量检测方法及系统
中国第一汽车股份有限公司,applied_for,离线冲压自动化调试装置及系统
中国第一汽车股份有限公司,applied_for,一种车辆启动方法、装置、设备及介质
中国第一汽车股份有限公司,applied_for,车载智能语音唤醒装置、方法及系统
中国第一汽车股份有限公司,applied_for,一种车辆起步控制方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,一种控制方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,一种轮毂电机及车辆
中国第一汽车股份有限公司,applied_for,电动车辆低温充电补偿时间确定方法、系统、设备及介质
中国第一汽车股份有限公司,applied_for,混合动力汽车串并联驱动模式切换的控制方法及控制装置
中国第一汽车股份有限公司,applied_for,车辆中信号的处理方法、系统、装置和车辆
中国第一汽车股份有限公司,applied_for,预燃室总成及预燃室冷却系统
中国第一汽车股份有限公司,applied_for,一种电池框架结构优化设计方法
中国第一汽车股份有限公司,applied_for,永磁同步电机的电流谐波控制方法、装置和处理器
中国第一汽车股份有限公司,applied_for,一种车载多媒体文件解析方法、系统、装置和车辆
中国第一汽车股份有限公司,applied_for,一种双电机驱动系统的控制方法、系统、装置及其车辆
中国第一汽车股份有限公司,applied_for,一种发动机分体式动力学振动响应结果评价方法
中国第一汽车股份有限公司,applied_for,一种车辆油箱油量显示方法、装置及车辆
中国第一汽车股份有限公司,applied_for,车辆的功能安全监控方法、装置、电子设备以及存储介质
中国第一汽车股份有限公司,applied_for,一种车辆噪音规避方法、设备和介质
中国第一汽车股份有限公司,applied_for,一种汽车风振自动计算方法、装置、终端及存储介质
中国第一汽车股份有限公司,applied_for,文本分类方法、装置、电子设备及存储介质
中国第一汽车股份有限公司,applied_for,一种铸造模具拆分装置及方法
中国第一汽车股份有限公司,applied_for,一种新型带阻尼的吸振器及吸振方法
中国第一汽车股份有限公司,applied_for,电流脉冲调制识别电路
中国第一汽车股份有限公司,applied_for,一种电机用旋转变压器定子安装孔设计优化方法及系统
中国第一汽车股份有限公司,applied_for,临时停车区域的构建方法、系统、车辆及存储介质
中国第一汽车股份有限公司,applied_for,一种基于人机交互的驾驶行为评价方法和系统
中国第一汽车股份有限公司,applied_for,车辆零件的展示方法和车辆
中国第一汽车股份有限公司,applied_for,一种可追溯焊装自适应系统夹具状态的信息控制方法
中国第一汽车股份有限公司,applied_for,一种贴吧管理方法、装置、设备及存储介质
中国第一汽车股份有限公司,applied_for,一种基于JIT的单零件顺引物流配送方法
中国第一汽车股份有限公司,applied_for,发动机进气量的确定方法、装置、车辆及介质
中国第一汽车股份有限公司,applied_for,一种车辆ECU数字证书申请方法及系统
中国第一汽车股份有限公司,applied_for,Python语言辅助的行人保护外饰划线校核方法及系统、介质
中国第一汽车股份有限公司,applied_for,动力电池容量评估方法、装置、车辆及电子装置
中国第一汽车股份有限公司,applied_for,车载以太网的通信方法、装置、存储介质及车辆
中国第一汽车股份有限公司,applied_for,线束保护结构及车辆
中国第一汽车股份有限公司,applied_for,一种用于跳舞的车载增强现实控制方法、跳舞机及其车辆
中国第一汽车股份有限公司,applied_for,车辆的转向系统的标定方法、装置、车辆和存储介质
中国第一汽车股份有限公司,applied_for,车辆中控制器的安全等级的确定方法、装置和车辆
中国第一汽车股份有限公司,applied_for,分动器及具有其的车辆
