entity_1,relation,entity_2
一种车辆尾翼系统及尾翼升降机构,keywords,本发明涉及车辆工程技术领域
一种车辆尾翼系统及尾翼升降机构,keywords,由于第一驱动杆带动第二驱动杆转动超过死点
一种车辆尾翼系统及尾翼升降机构,keywords,本发明涉及一种基于元宇宙的电池soc管理系统
一种车辆尾翼系统及尾翼升降机构,keywords,本发明汽车铆接强度快速仿真评价方法
一种车辆尾翼系统及尾翼升降机构,keywords,本发明涉及一种低能耗节能电动伸缩踏板系统及驱动电机
一种车辆尾翼系统及尾翼升降机构,keywords,本发明涉及一种双电机分级驱动的动力传动系统
一种车辆尾翼系统及尾翼升降机构,keywords,本发明涉及一种双离合皮带传动的纯电动清洗车
广东东箭汽车科技股份有限公司,applied_for,一种车辆尾翼系统及尾翼升降机构
广东东箭汽车科技股份有限公司,applied_for,一种电动尾翼驱动装置、电动尾翼总成及汽车
广东东箭汽车科技股份有限公司,applied_for,调节装置、尾翼装置和车辆
广东东箭汽车科技股份有限公司,applied_for,汽车尾门撑杆系统
广东东箭汽车科技股份有限公司,applied_for,阻尼器、电动尾门撑杆及车辆
广东东箭汽车科技股份有限公司,applied_for,一种汽车后防护杠及汽车
广东东箭汽车科技股份有限公司,applied_for,车辆及其扰流装置
广东东箭汽车科技股份有限公司,applied_for,低能耗节能电动伸缩踏板系统及驱动电机
广东东箭汽车科技股份有限公司,applied_for,尾翼底座排水连接结构
广东东箭汽车科技股份有限公司,applied_for,一种轴向阻尼器及电动尾门机械撑杆
广东东箭汽车科技股份有限公司,applied_for,连接组件及车体组件
广东东箭汽车科技股份有限公司,applied_for,连接支架及配套组件
广东东箭汽车科技股份有限公司,applied_for,汽车尾门的驱动系统及其汽车
广东东箭汽车科技股份有限公司,applied_for,一种中控屏调节机构
广东东箭汽车科技股份有限公司,applied_for,一种尾翼装置及其汽车
广东东箭汽车科技股份有限公司,applied_for,灯光预警方法、预警灯组件、汽车及存储介质
广东东箭汽车科技股份有限公司,applied_for,一种口盖结构以及机动设备
广东东箭汽车科技股份有限公司,applied_for,扰流翼的固定装置、扰流翼组件及车辆
广东东箭汽车科技股份有限公司,applied_for,一种车辆及保护杠组件
广东东箭汽车科技股份有限公司,applied_for,汽车侧踏杠和汽车
广东东箭汽车科技股份有限公司,applied_for,一种连杆式尾翼及其汽车
广东东箭汽车科技股份有限公司,applied_for,一种半自动踏板
广东东箭汽车科技股份有限公司,applied_for,一种踏板机构和汽车
广东东箭汽车科技股份有限公司,applied_for,"一种连杆结构、踏板装置,以及汽车"
广东东箭汽车科技股份有限公司,applied_for,汽车侧踏板及其汽车
广东东箭汽车科技股份有限公司,applied_for,一种电动撑杆和汽车
广东东箭汽车科技股份有限公司,applied_for,一种阻尼器和电动尾门撑杆
